in_id;in_cu_id;in_date;in_description;in_total;in_discount;in_totalafterdiscount
3056;2962;4/06/2006 :;pars volcans regit, eudis nomen Longam, quoque    ;476594;TGX5-D9KH-X288-8H5T                               ;67125
3057;2967;8/10/2010 :;vantis. fecit. nomen nomen eggredior. quad essit. ;383782;X635-B8NV-G4OW-8RP5                               ;391365
3058;3775;13/09/2004 :;travissimantor quartu gravis quantare non dolorum ;104676;42S9-AI92-RJJ0-MCRN                               ;306449
3059;3693;25/10/2003 :;habitatio eggredior. gravum estum. novum quo vobis;194396;5MOR-SDBN-GS0W-VEU1                               ;213186
3060;1143;3/05/2002 :;dolorum cognitio, brevens, quad in quorum         ;359866;SYLQ-XLOG-V01X-ID1G                               ;426894
3061;515;23/11/2006 :;quo et Sed in Pro dolorum et nomen gravum nomen   ;160457;X7LC-ZIML-8IQG-71YS                               ;177445
3062;665;27/06/2003 :;volcans rarendum plorum quo Pro bono pladior vobis;189200;7OUO-GQ25-HCEP-LC81                               ;130897
3063;1709;11/08/2008 :;apparens fecundio, Sed si linguens linguens esset ;204597;EY3V-D9KJ-GF9L-8CXH                               ;249576
3064;3263;18/09/2002 :;e linguens eudis quartu Id quo linguens glavans et;424726;8GHP-V306-USWS-9LZY                               ;199655
3065;2314;18/02/2008 :;NULL;449043;65JL-13SL-8FQT-XHER                               ;69660
3066;3219;19/09/2009 :;Et Longam, transit. gravum et si egreddior quad   ;444092;99EQ-OIG4-MDY0-2XV9                               ;195633
3067;3527;27/10/2006 :;egreddior pladior Multum delerium. quantare Id    ;30946;RBF4-E231-S773-XRSV                               ;415291
3068;3316;10/08/2003 :;plorum Id quartu nomen delerium. et cognitio, et  ;175371;JNNQ-UGQR-0L4Q-XU96                               ;34652
3069;2965;18/04/2003 :;funem. fecit, Quad Id quad bono si Versus et in   ;125126;LEEL-F6VS-A4ZI-3NOP                               ;227654
3070;2426;29/04/2008 :;apparens gravum Tam non non plorum Id quoque quad ;175589;YCCD-63GZ-2IML-492O                               ;126836
3071;3144;9/07/2004 :;venit. eudis Id non imaginator glavans fecundio,  ;51180;NKXM-VLL8-95JG-9202                               ;213801
3072;2455;16/09/2006 :;Longam, et dolorum quantare manifestum nomen et   ;419823;CQWI-SIEC-UL0P-DEP0                               ;39629
3073;3771;11/02/2005 :;si habitatio nomen quad homo, novum linguens in   ;448631;LH8Y-XZ68-18ZS-XOFK                               ;135055
3074;2744;3/04/2009 :;Et et quoque et manifestum et vobis non in Et si  ;460963;D69U-O5TD-VD0F-UHXH                               ;310964
3075;2515;18/02/2008 :;parte linguens nomen et quo non gravis cognitio, e;275753;TC6H-LL72-OY4F-E8ES                               ;370248
3076;3154;27/08/2007 :;quad pladior non sed quorum ut quo eudis Et si    ;315604;R5S8-O8KI-GQXG-00RI                               ;402412
3077;3749;31/08/2005 :;sed si in eudis si gravis e habitatio rarendum quo;323766;2YR8-W8K4-M355-NJYH                               ;232149
3078;2124;18/01/2006 :;esset quartu eggredior. funem. eggredior. in vobis;132581;D0O9-Y1ON-EGV8-SDJX                               ;283893
3079;3114;25/07/2002 :;cognitio, nomen nomen linguens e quad quo eudis   ;33671;FNGN-CLR2-H1AV-29HK                               ;76656
3080;1735;9/05/2005 :;in novum plorum Id non fecit, quad pars quad      ;401543;VKXV-68WX-9Z0E-QK13                               ;415015
3081;3577;13/06/2006 :;volcans Longam, plorum homo, si non in manifestum ;336006;D9LJ-C5Z2-IVZK-UPK6                               ;16599
3082;4002;4/08/2008 :;pladior si Pro vantis. manifestum sed et gravis   ;359577;4PUI-H1WM-H8E8-MYD3                               ;407516
3083;3839;3/05/2004 :;linguens venit. quo estis et si esset apparens    ;68132;08TQ-E0F6-0ZU3-NE3P                               ;306217
3084;3419;18/06/2007 :;vantis. quorum quoque quad quo, quad quad et eudis;366407;B9CM-AHQL-WBH2-WV3G                               ;74392
3085;3951;4/05/2007 :;eudis quo quis Tam Versus Versus et si estis vobis;245943;GLP9-HEA2-7UOS-QV71                               ;221183
3086;3160;9/11/2002 :;in plurissimum gravis homo, quantare              ;301495;WAUL-OIR4-SBN9-PJ37                               ;270076
3087;3637;9/08/2005 :;gravum estum. sed e estum. apparens dolorum regit,;154309;V7O9-1NOA-1O2O-6R4S                               ;293396
3088;3965;12/06/2003 :;habitatio cognitio, estis e quantare glavans      ;212996;ZN5S-W7EY-6RZU-PLK7                               ;56585
3089;1750;8/04/2009 :;sed pars et bono glavans non Multum cognitio, Et  ;325973;0TGV-38YP-YFBG-81WQ                               ;395026
3090;3286;4/04/2005 :;linguens fecundio, manifestum plorum et habitatio ;258148;U8Q8-9O7S-L7XC-569J                               ;1693
3091;2011;27/08/2002 :;quis novum Et Longam, novum dolorum Pro vobis si e;188488;N8PB-RGJN-NPTP-S38T                               ;373924
3092;3412;22/01/2010 :;transit. estum. et venit. regit, esset fecit.     ;233244;F15V-RIYP-1RCB-LJE4                               ;322558
3093;3572;25/02/2002 :;ut nomen plurissimum linguens plurissimum dolorum ;237993;T4J4-VD8S-2XGL-L3T9                               ;175167
3094;3475;17/09/2003 :;manifestum sed Pro vobis ut si quantare estum. et ;247179;9ITL-VCHU-8O4I-BH0N                               ;354128
3095;4033;27/02/2007 :;fecit, quorum venit. in novum funem. quorum non   ;62638;D96R-3BRB-IP4S-AAYI                               ;114372
3096;3922;5/12/2003 :;Et Et e quad bono Sed Sed Versus quad et bono quad;139674;IWDS-DTXF-3253-ZC1L                               ;77101
3097;3402;27/04/2005 :;novum non Tam linguens vantis. quis vobis regit,  ;429101;KL5K-IKBH-0IIC-HWD2                               ;394865
3098;1451;23/06/2010 :;homo, eudis estis non dolorum Id Pro et Longam,   ;324418;9EBN-GJ1T-Y8DZ-XQTB                               ;386508
3099;3253;1/10/2006 :;quo, fecundio, ut et plorum quorum imaginator quo ;297779;TIFL-KJTG-3ZZY-69IE                               ;342927
3100;3394;1/01/2010 :;quoque glavans nomen Sed esset in fecit. quantare ;232439;ZIHE-R5IM-R21W-RYQZ                               ;5654
3101;3793;27/02/2003 :;quorum novum Longam, novum plurissimum fecit.     ;388246;WQKD-Z9FR-N7EA-A01P                               ;353726
3102;3487;20/08/2003 :;homo, Longam, linguens quoque Versus quad e estis ;344973;F06Q-0X34-8JJT-8Y4F                               ;382496
3103;4018;14/08/2002 :;estis Id pars et quo fecundio, quad fecundio,     ;353918;IPR2-JOQO-RW02-VJUN                               ;44901
3104;3224;18/10/2009 :;manifestum habitatio si et quorum et et nomen     ;344814;16AA-3OL6-CVMS-P94N                               ;401588
3105;2148;5/06/2003 :;Longam, fecit. esset quad estum. fecit, quad Tam  ;193046;B6EL-BIGN-O3GF-CEGQ                               ;14880
3106;NULL;11/02/2004 :;Id glavans in novum nomen plorum imaginator       ;389635;U3KQ-VA8P-LE7H-URPL                               ;434810
3107;3723;6/11/2008 :;plorum Id essit. linguens in quad Multum esset    ;497385;L8YW-8E6W-ASEP-8MOD                               ;394811
3108;666;7/07/2003 :;quoque pars Longam, in egreddior trepicandor novum;282693;09Q6-9WZS-KPVQ-M5NG                               ;162633
3109;2790;27/04/2008 :;si quo rarendum non quad volcans Versus et bono   ;163578;G4CO-T0H6-83CR-BHR9                               ;325556
3110;3576;2/05/2010 :;Et quartu Tam quoque vobis manifestum linguens    ;423954;CFEV-LWNC-2Y8F-WX10                               ;92089
3111;3911;4/10/2002 :;et pladior nomen bono nomen plorum Quad quantare  ;152827;8ESC-HD4R-4DEF-0PG9                               ;NULL
3112;3019;20/09/2006 :;quad fecit. ut novum Quad fecundio, quad brevens, ;251201;WD5H-9VWD-DFQE-YN12                               ;284977
3113;3561;20/02/2004 :;rarendum et Versus estis regit, gravis quo, non   ;71005;8SVA-PJST-6HSG-U8AZ                               ;107472
3114;3613;18/06/2009 :;Pro esset transit. gravum quis non novum et Pro   ;292853;LGQP-OM0O-DODA-4IVX                               ;229793
3115;2650;20/11/2006 :;travissimantor linguens in quo, habitatio vobis   ;23860;Q331-WNAG-QC2J-S15N                               ;248171
3116;1805;20/04/2009 :;gravis vantis. volcans et quad novum sed quo,     ;300880;2J36-I3I4-CCDB-ICPU                               ;410294
3117;4011;23/02/2010 :;Longam, gravum quorum estis gravis eudis linguens ;121068;1CJS-0LTX-2D81-7ZX2                               ;219930
3118;2086;25/02/2003 :;quis imaginator esset novum glavans et linguens   ;338190;T55N-DYQR-FCBW-PZB9                               ;274681
3119;3406;17/05/2006 :;esset plorum si plurissimum plorum si quad        ;178783;W9KL-Z4CQ-IFMH-W6W7                               ;175183
3120;4061;11/04/2007 :;egreddior ut Sed linguens quad estum. eggredior.  ;147548;1V23-Q1B6-7ON4-KKJW                               ;428472
3121;2926;10/02/2006 :;e pladior gravis habitatio essit. et quo dolorum  ;289782;8M06-0PUZ-J33Q-16GI                               ;249584
3122;4057;17/05/2005 :;glavans brevens, e Versus vantis. in Pro si bono  ;317950;NULL;352238
3123;2285;4/05/2005 :;bono plorum delerium. Longam, non cognitio, Versus;349399;XT5U-TSI0-BN0N-FVVR                               ;358706
3124;2702;13/01/2009 :;vobis et Id Et parte sed gravis trepicandor Et    ;366978;17C8-4KW7-D41W-FH5T                               ;NULL
3125;3904;4/09/2007 :;pladior Sed brevens, Id glavans plurissimum       ;487101;76TN-V3GG-6BPF-QHWI                               ;89626
3126;1181;18/06/2005 :;novum gravis vantis. quoque e et pars esset ut in ;317936;9WAM-7M3Z-YP18-UEOL                               ;225961
3127;3257;23/07/2006 :;manifestum linguens quo, non regit, et manifestum ;181830;04FQ-1EMX-YKNK-BV7O                               ;202912
3128;2076;29/05/2003 :;transit. et eudis estum. vobis ut et ut et quad   ;201451;9ZGM-G9GJ-CSA1-4GKD                               ;341243
3129;1669;5/02/2004 :;bono fecit. et non plorum fecit. quo, plurissimum ;398325;T052-D2GZ-Z606-1NT8                               ;314462
3130;3073;16/03/2006 :;funem. non bono et brevens, esset Sed linguens ut ;136079;SX2U-69LC-VBTR-9TEQ                               ;230927
3131;2975;1/05/2004 :;linguens pladior vobis delerium. parte eudis nomen;386503;DTHZ-5R4U-HNBL-VXBG                               ;196592
3132;1548;10/03/2006 :;nomen quoque imaginator e Tam plorum et Versus    ;499348;4H3V-ND9K-7823-YG3P                               ;293146
3133;4084;20/04/2010 :;Et plorum Multum quo Versus trepicandor e         ;334802;F5R6-8Z7M-CHX1-WPLA                               ;7547
3134;3737;25/07/2003 :;linguens quo, linguens delerium. quo egreddior    ;301232;RHJX-8K86-FUM0-YPX9                               ;295641
3135;3496;12/03/2004 :;linguens et et fecit, quorum nomen linguens       ;NULL;N6NU-PA13-9US8-XLU6                               ;390966
3136;3987;24/10/2004 :;Sed e Quad Sed bono bono linguens eudis venit.    ;13296;NR0G-HVXR-6RCU-LUPC                               ;71001
3137;3060;22/12/2007 :;regit, non travissimantor estum. fecit. estum.    ;491033;YJ5O-L1DB-CVRV-W56K                               ;61288
3138;1998;16/07/2005 :;novum Multum Et plorum essit. novum vobis et pars ;5659;UD91-HIYF-2WHW-3LCJ                               ;84104
3139;3266;13/01/2006 :;estis vobis novum quad non quad transit. quoque   ;223318;GHLE-A0G0-GO59-KA3B                               ;362614
3140;3502;24/03/2005 :;estis manifestum essit. quis volcans Tam habitatio;173360;23Y8-GDUG-ASNV-CSUC                               ;354630
3141;2270;2/01/2005 :;et et regit, vantis. habitatio plorum vantis.     ;356309;H2XJ-ER8G-TI04-CJC4                               ;59512
3142;144;4/02/2004 :;brevens, travissimantor novum fecit, quad quo,    ;304111;W5ZB-O19M-RFQA-05FL                               ;236374
3143;1862;14/02/2006 :;Id Pro egreddior homo, quo eggredior. gravum      ;371617;O5EL-SRI9-SFP4-B2MX                               ;325266
3144;3667;7/12/2009 :;vantis. sed esset fecundio, Longam, fecit,        ;49417;DHMC-ERQ6-64R8-RREF                               ;130762
3145;2523;2/07/2004 :;bono et sed habitatio transit. estum. fecit,      ;402019;WI0B-CPM5-YJHM-6I1I                               ;181029
3146;4015;7/12/2006 :;manifestum pladior non manifestum novum et quad   ;105320;10BN-ONHK-JO63-UGA1                               ;302937
3147;3651;3/12/2007 :;in nomen Quad et si dolorum pladior manifestum    ;437288;O4LK-NM5P-8QVX-V6D8                               ;166717
3148;2275;10/09/2003 :;eudis et pars funem. in et quo quo esset ut       ;NULL;O81R-9CEJ-P8ZR-WFR0                               ;266451
3149;1576;28/10/2007 :;bono quantare quo, delerium. brevens, eudis Id    ;162239;1HR7-TS9B-N32F-G2TI                               ;92765
3150;3530;8/11/2008 :;essit. quis quorum Tam si rarendum egreddior novum;445141;A8M1-0R44-GFCR-7HUM                               ;376997
3151;3779;11/10/2004 :;Sed gravum nomen nomen vobis nomen fecit, quad    ;223319;G33C-M5KP-TL8M-TVPJ                               ;393835
3152;3743;3/03/2004 :;non Et fecit. quantare dolorum linguens et        ;261759;2O4F-8QBT-Z879-7491                               ;344442
3153;NULL;7/02/2006 :;non in in egreddior non in esset parte et quoque  ;18606;U7ES-U6QL-BRBH-RZOL                               ;252420
3154;3863;22/06/2010 :;quad nomen vobis quo quo et quo, bono non glavans ;90910;VUQU-LEZP-OLOI-UACC                               ;219681
3155;3092;21/11/2005 :;bono bono manifestum Versus si in parte volcans   ;145635;10P1-7XQ2-8GN8-0GJE                               ;408037
3156;2641;12/10/2008 :;gravis dolorum gravum fecundio, et non brevens,   ;150231;G70N-P2T7-HMBP-U5OB                               ;93343
3157;4080;17/04/2009 :;NULL;442657;OOXK-8XGB-ERYV-U02Y                               ;103417
3158;3992;1/08/2004 :;vobis Longam, quad novum quo, Id Id Tam sed pars  ;70296;53IQ-L4YH-VS78-R9GW                               ;445021
3159;3246;15/02/2004 :;novum ut quis e novum gravis et et eudis novum    ;495575;RMHX-POG8-U2PH-K56W                               ;292869
3160;4108;18/12/2008 :;nomen transit. essit. estum. et quo, apparens     ;486941;4ZY0-LJP1-KJ53-JMKS                               ;268940
3161;2809;21/07/2008 :;in Et quis quad novum quis novum ut eudis bono    ;357714;WNPK-S2Q7-M3JR-SNGJ                               ;198675
3162;4078;12/06/2007 :;vantis. et quis Multum Versus quoque Multum novum ;375110;6YFK-AXMF-XKDY-HAEJ                               ;123637
3163;2501;1/06/2010 :;si non Quad parte non Versus gravis quad Tam      ;207804;JTIS-GZDD-V61G-X858                               ;120348
3164;3754;13/02/2004 :;apparens et Sed quad Tam si in Et vobis egreddior ;295933;UGAQ-1PLJ-I9WX-DGMH                               ;163884
3165;3281;1/01/2008 :;e Tam transit. regit, estis pars et vantis. regit,;384369;AK86-RJW6-845D-3JSH                               ;416042
3166;4003;27/07/2007 :;quo quad dolorum et quantare et Multum vantis.    ;27499;REU4-M93O-GLNC-A744                               ;32410
3167;3468;3/06/2007 :;quad si brevens, e ut si transit. vobis non et si ;37450;ISF8-D3I7-TO5H-WQ4E                               ;84541
3168;3187;30/07/2002 :;funem. fecundio, et gravis rarendum Quad habitatio;153480;HG8R-NHTI-VEOW-YYL4                               ;439336
3169;3641;8/04/2007 :;nomen trepicandor vobis et quad glavans plorum    ;416399;IQWY-SF57-K3P4-2JNE                               ;166507
3170;2172;27/01/2004 :;quantare pladior in in fecundio, rarendum gravum  ;269773;NULL;158791
3171;3391;30/04/2003 :;pars manifestum homo, vobis gravum apparens venit.;279556;V90R-EZ8Y-X40Z-QKA7                               ;186883
3172;2852;10/08/2006 :;estum. habitatio habitatio Et nomen fecit, pars   ;32827;7BLJ-RPJU-EB7R-8Q44                               ;326189
3173;3630;12/02/2008 :;gravis homo, ut apparens quantare essit. Et       ;295221;S771-G3QN-I9GC-JNGW                               ;307316
