mod_id;mod_mo_id;mod_it_id;mod_qtity;mod_fromlocation;mod_tolocation;
3239;1750;1750;4610;7MAYQKDW86Y9TG4                                   ;OLCMNW0UQT6YFGT                                   ;
3240;1904;1904;4892;V4NKETJ8G92ECKV                                   ;N3TNK8VZONM8U9Z                                   ;
3241;2020;2020;8147;G36ZFD5T6ROUXHO                                   ;EH04CWDAF7K83QJ                                   ;
3242;2436;2436;4832;HET0CCJE22IHIZK                                   ;2UV4513FPDX09S0                                   ;
3243;3189;3189;8017;AXTQA4YIZTDN4PB                                   ;ULKXGOMQPI8CONW                                   ;
3244;2461;2461;2620;LTWXRVO3KRXCUOB                                   ;4J5ZEVEDDKEYZD1                                   ;
3245;4252;4252;2457;60KZOXYDGA0IYV9                                   ;73DH6LNE84ENSQQ                                   ;
3246;2279;2279;3155;RKWO2MWF8P5I7LN                                   ;NULL;
3247;2905;2905;1415;I6G45BANUJHGU65                                   ;H0WQN02Y76KVANR                                   ;
3248;4043;4043;7915;IKLARM4K34QYSG6                                   ;HL5L9ERIWRQ9GRK                                   ;
3249;2341;2341;12239;NP0RE48F98UJ4GL                                   ;TCHZHAZ60EAZ1R3                                   ;
3250;1109;1109;12676;KG0MZDJV1W10KCV                                   ;D357L5S28DUV9TI                                   ;
3251;1784;1784;14201;CNT45DADC60IRLG                                   ;MX2X5SU7LYLU4RG                                   ;
3252;26;26;1507;JOEBFJV965QI37U                                   ;N5WDMD1OKFQ3F3W                                   ;
3253;4521;4521;8574;DG6HMGX66NATC03                                   ;WVD4O6FK9YLMJXY                                   ;
3254;4792;4792;4879;GDGWXJYTRJX0NS9                                   ;XP84W5S8VDDP1QR                                   ;
3255;3563;3563;7374;C25BEZ03R85S92W                                   ;1DY9DCFGPB4ORE4                                   ;
3256;5186;5186;6576;1A1QRXZTIDP2IWI                                   ;H96QVSAR248BTQJ                                   ;
3257;2864;2864;NULL;D6H9VR1HCD5PE5K                                   ;64L6ZP3L9RFL14H                                   ;
3258;5457;5457;5550;MRYCQJDE2BT19YK                                   ;8Q8SK0M9366944N                                   ;
3259;2857;2857;10804;PRE3KMB99KDDSAF                                   ;SLHNSYNS5LG3DPQ                                   ;
3260;2944;2944;12952;SZFRY5MUT26JYZ7                                   ;NQ22HQY6IC2SIUH                                   ;
3261;3438;3438;8341;TA0MQH40FO355ZL                                   ;3FTFMUOA3GMYKIV                                   ;
3262;388;388;4254;WG8AISWJ4KAIGRA                                   ;G7LD1LI1MB5GWV9                                   ;
3263;4246;4246;9638;DZKHASLBUFB92GP                                   ;4B0XWABT1SZ040M                                   ;
3264;2111;2111;13652;HENIQWV0EGI67MK                                   ;GOBA833IXRTBP8E                                   ;
3265;1443;1443;14862;DTS5E4I3UWG2HNG                                   ;6AU8IYH6VSB9LHX                                   ;
3266;2883;2883;4231;UG113SJG3J3TAF4                                   ;P5Z7JY308HZ4G04                                   ;
3267;3075;3075;7754;VNV9OJECVKNUGSJ                                   ;ERUT5DHH65EGSTW                                   ;
3268;2362;2362;987;ZUBQLIKK9B2V0OT                                   ;U7MJ86O77T00ZDP                                   ;
3269;2764;2764;5124;S87TS7ZB1O5J5PZ                                   ;NHVUM4GBNH0DJM8                                   ;
3270;4893;4893;12943;0CTF3DMD2AZCHJB                                   ;KIA9EKK72MLBDHI                                   ;
3271;868;868;83;Q718LPYSU0PXC0F                                   ;FJSAY2TPQAWQ5BO                                   ;
3272;9743;9743;4187;CRUOUDBEMURH7MU                                   ;LLGG2GG3WNR0I4X                                   ;
3273;2855;2855;11531;CYTXNRPAE1K3OO0                                   ;Z7X0UXGHOKI3NU1                                   ;
3274;3054;3054;12605;UF0PONCCWNMRYGL                                   ;Y0QS01RZ2PDAAT6                                   ;
3275;2647;2647;8684;57LD7HXK1JATT7P                                   ;CQRYDNQN4YSHYCF                                   ;
3276;2155;2155;13724;TPMSM4TOMG105YC                                   ;M02IE55XGYX4K67                                   ;
3277;1239;1239;10448;GCYH3NUDHFO5DIJ                                   ;DWRX23EA92N2991                                   ;
3278;2833;2833;1117;XOY9TSL1EWQQFXF                                   ;9BNARO77KUIEQM3                                   ;
3279;7677;7677;7761;6CDG98T5U9A6GNA                                   ;QW41LHZJMR9BH3N                                   ;
3280;3170;3170;9673;XD2GZ33NRX37W4X                                   ;X7U9IX4POKD8KZK                                   ;
3281;2942;2942;4981;0KY042EOUSEKIEK                                   ;ZQBC5Z4SB4NZEWP                                   ;
3282;2477;2477;11141;LMS2UY339QPC5M9                                   ;6BHIRUFTSED14RY                                   ;
3283;474;474;11342;BP6WP9ZVYDM7PJ5                                   ;7MCRRA1X32XE94A                                   ;
3284;2879;2879;1711;CCL9BVQ1GURED1J                                   ;UW19I1V5AHKQL3O                                   ;
3285;2694;2694;10532;IO8S7O0BMX3GCWE                                   ;51RSKXPW9JFOW1K                                   ;
3286;3232;3232;7257;LC0S1ZEGZ5FUILH                                   ;4L67PP35Q6GAQBB                                   ;
3287;2277;2277;4178;UEO0AC5OC9MDR9O                                   ;EE87DH7W64ZZM78                                   ;
3288;2932;2932;8632;G1S11Q6I9RS285T                                   ;XWL0XGTGXL2DHF6                                   ;
3289;1934;1934;8502;G6MY7DF87CGSD0O                                   ;7EAISCAMD90LP4J                                   ;
3290;6431;6431;14000;HVEGSGV375RIK2F                                   ;Y7CTPB3XKR9RFUF                                   ;
3291;2096;2096;12708;FLXLMPC3MJTPAE5                                   ;Y1R7WQGKLZMNF8R                                   ;
3292;4038;4038;5962;31LCRD8ZAIQ1MWO                                   ;2JFA2C8WBCY03J7                                   ;
3293;3398;3398;6165;WACR233RJBU9M6T                                   ;T9MNDBL7QS8QOFH                                   ;
3294;3112;3112;14367;0IFIH3E2CYB4ZAG                                   ;0GOVF5PMTVVJSFH                                   ;
3295;2552;2552;11269;VPS01D50XTSGIZC                                   ;R3U6M3FRX7J94H7                                   ;
3296;2473;2473;638;PX13G5MTVAE4RZS                                   ;NULL;
3297;1828;1828;13510;U4DXETRMCFLOAXJ                                   ;VM0MUB3NK0THF2F                                   ;
3298;NULL;NULL;6181;L7F19D9Q2Y4RZ18                                   ;B5YKKBOX1XX7LFH                                   ;
3299;3767;3767;8156;1JMEMFPV5FQ0KYJ                                   ;NZO5FV8FZ6LM9XB                                   ;
3300;3016;3016;13390;Q1JKKQZHVMUFPZN                                   ;S9YZJMBJX2KWEV1                                   ;
3301;1877;1877;9704;7MMQB5R5IJVUM86                                   ;IHTFD9UGWIKDP2N                                   ;
3302;2152;2152;2168;F61XHOEAK5IZLA6                                   ;L2FCGIS1N58CAC1                                   ;
3303;2010;2010;11291;SETXBTMK9D20U5U                                   ;5G3R4VIIFI201XT                                   ;
3304;2969;2969;9973;GQ0JXPUJ8B56NSK                                   ;FHABGPOZPSS71H5                                   ;
3305;3561;3561;12156;CP27E8SLJHN4LDF                                   ;HG89YVZPJXXYFRZ                                   ;
3306;370;370;8489;AUIUAN82KAP0NGX                                   ;BDXT1PNGR32B3AH                                   ;
3307;37;37;2670;TUO53M98XEZG1PX                                   ;DIJLPKWJHLSIRQK                                   ;
3308;7229;7229;3902;VRVS9PXPHZN4JSY                                   ;T2WOJCJRSSHUTOM                                   ;
3309;4476;4476;14890;J6BROABNLAXWNR1                                   ;GZLX8D0RHEBFX5O                                   ;
3310;4493;4493;6156;NULL;J5H1ETD0YSSW31Q                                   ;
3311;3516;3516;11926;CU4WK483WZO4Z4O                                   ;ZI2S5MOF156503T                                   ;
3312;2518;2518;5458;FXXVE56LG86YS11                                   ;4FBO6KVNLKYGL4N                                   ;
3313;3822;3822;12790;XSRON2HEX7VPL6O                                   ;OIGF2VVXG108M80                                   ;
3314;81;81;1130;LRGQU6G7OJGCY9B                                   ;Y4SNQ1MENF6LN8T                                   ;
3315;3294;3294;7970;XY66D0IDFIX6AGZ                                   ;HRHIMEL8KD84JM0                                   ;
3316;2444;2444;12201;JPC1LAVRCK04L5G                                   ;J3HHB0PMV2RNPA9                                   ;
3317;3396;3396;7913;W0RM0H3L82BC89W                                   ;83RVQI8KJK3CTIU                                   ;
3318;1894;1894;7927;J6S8W99N3EUS0ER                                   ;ES1JRCLH1UMKNYI                                   ;
3319;3379;3379;3120;19AAOC92LRSIZJJ                                   ;40WGU5N1VXYRXCS                                   ;
3320;8109;8109;7604;NSKFC7RMQ4JLMBL                                   ;7P8W8PGVI9TVVOX                                   ;
3321;4249;4249;52;A1AYYMJ7XQN5GQN                                   ;1T8TLE6850OTDUK                                   ;
3322;4350;4350;14122;VR57TCXTINJKTNF                                   ;29DXPM1EJ0YKCR5                                   ;
3323;4195;4195;7485;6Y7Y8K418DHMKL6                                   ;0DP44ZRSIZR71MI                                   ;
3324;1216;1216;6125;HYPV5D1Y3GFB2ZD                                   ;P4TLBZVFRT9LGMW                                   ;
3325;4009;4009;235;ADYIJOCBM3YGUB9                                   ;UHT04GK2IKEQUUD                                   ;
3326;3960;3960;9121;HJ2UXK4TX9UR4TY                                   ;IAV8XKV0IADAQ6C                                   ;
3327;2927;2927;13022;Z7C6MNGSME82EK3                                   ;3CCJSIJ9JR2QK5K                                   ;
3328;2183;2183;12164;6ITIWICQ85L9UK6                                   ;GB26QOHALTHT39C                                   ;
3329;1580;1580;1335;5PGNY3AU3A8JB2E                                   ;7INIHU40QMO5H5F                                   ;
3330;247;247;8046;52LLZFDGVMXH16X                                   ;PGUE365EV2XZ0P5                                   ;
3331;3092;3092;214;7FWP4FT38ZFMASE                                   ;EQI2H2EM72G40BS                                   ;
3332;3024;3024;4266;Q94SZKTPB0SC5SS                                   ;D44MEY91C8NFW5Z                                   ;
3333;4065;4065;7962;NULL;GDQQMDVN1870P1E                                   ;
3334;3256;3256;9372;C6BV5P8P8HD00R6                                   ;9GMWLIVGHHQ9EZP                                   ;
3335;4125;4125;14969;7RQS252NM7D4NGY                                   ;2FNMK2UZ8GL6Q8B                                   ;
