it_id;it_ca_id;it_lo_id;it_serialnumber;it_code;it_barcode;it_expirydate;it_description;it_manufacturer;it_price;it_qtity
2072;859;859;60096;FMV9ZSVWZU2ONH36Y8A5                              ;300942406;13/11/2006 9:37;vobis et e et fecit. plorum Et                    ;I14IPUA20VLNL4PDAIEYO1UZ                          ;1661,362102;4349
2073;2931;2931;69309;N2DIH5VPD3WP12SWQHJB                              ;587292362;13/03/2005 23:41;quo, habitatio si                                 ;P3J8FJZYU3MUO0VUNLVOSWJ                           ;1591,038821;7645
2074;2662;2662;77321;8T0JU0B18YM46RJIRHNZ                              ;927870737;9/10/2014 9:45;estum. Pro manifestum                             ;X64XGFH65BZR                                      ;1643,810598;8072
2075;3033;3033;70945;LR6YMFB97QQU1F9CYM4K                              ;679152683;10/07/2014 19:41;brevens, pladior                                  ;UKCLPR03ILHJ31                                    ;1047,366955;2324
2076;306;306;64155;559LVA8DZZWBVN2UK8L0                              ;833512178;16/05/2009 14:58;novum quad travissimantor in novum                ;YBDSKOA9E1HFLFPC033                               ;934,8937659;6428
2077;2558;2558;61693;07VA5CA5SUIFHGLWDR52                              ;481350322;9/05/2015 20:12;et Id homo, estis quo et non bono                 ;1J235IREKMECE                                     ;1467,695405;274
2078;772;772;82972;8RUI5R6IDEJJX4XEAPXY                              ;413017957;19/05/2014 15:36;et in quad Et homo,                               ;7TY671JBXK8BFNS8HFZ8DF8A                          ;476,7452779;7822
2079;1644;1644;75675;64DWE7GX7GGXVRG1SZK3                              ;652185916;5/09/2011 1:01;transit. egreddior                                ;2XWOSN41J7VETW2                                   ;84,36029781;5352
2080;2715;2715;63891;EGZVKBOI2174N2MGLQKQ                              ;804417665;12/03/2011 21:19;quo et brevens, eggredior. quorum                 ;PLIVU34LB5YC5OSLOJ54NM                            ;789,696908;8275
2081;2381;2381;11523;6X3L1CGDIPCULROE1UVR                              ;935067024;25/01/2006 5:53;NULL;W3AVFXUNJXZNTQFSZSACMOR                           ;1908,62903;8149
2082;2746;2746;60374;4F8T7PUK790D18IVAIY7                              ;259169594;5/02/2009 22:08;fecit. gravis quo, quorum                         ;UFAQ9RXL3GLR                                      ;48,40205333;5613
2083;1780;1780;NULL;KBU92AX1KWOY51IURUNL                              ;115744698;17/07/2009 3:18;Tam vantis. estis                                 ;7OOHHFF60ZU9R6BDA                                 ;637,6823944;9237
2084;2202;2202;57414;AGCHJJ6IQCXKAJ3EK5FX                              ;130372925;19/07/2010 1:48;eggredior. essit.                                 ;7BE00M3DRZEKD4N8R                                 ;960,1183631;635
2085;2927;2927;767;MCBFW601IOBLC9VHSIQQ                              ;567222027;8/01/2013 18:40;novum linguens gravum plurissimum                 ;LV59CPUFFHILM7TXDG46N1D3                          ;1918,72229;2761
2086;1443;1443;19838;TJREUIEG7O8O9O312MD6                              ;161528875;5/02/2005 20:58;gravum Tam ut Tam trepicandor                     ;FRFLPLIE7REDYYP                                   ;1872,466365;2793
2087;1743;1743;77088;8OMYY98WSNO60TSK02NL                              ;14029564;22/12/2014 4:38;cognitio, quad Et                                 ;K7MV6D6RFR64KGJH1LXXEUP                           ;1159,514254;716
2088;2784;2784;75971;BZ3X3LRGPWDK1KV5GV86                              ;933345325;23/02/2006 13:50;gravum e transit.                                 ;06EGEKFHF03                                       ;1148,996296;5589
2089;2850;2850;99181;E1KI9UAG1KPKWXOI0VNH                              ;341614140;1/11/2011 3:53;brevens, novum estis gravis plorum                ;R8H1LN5YEETQ                                      ;349,3227076;1133
2090;2036;2036;25998;2QALY8XFK6EF1WYJFTQG                              ;327404160;11/12/2008 0:36;linguens dolorum non funem.                       ;XCC1SRQHRVZZQDVBPOKDOQ                            ;1669,792182;4207
2091;2802;2802;4451;OBOZ5N7MF0LO3BA9WAMD                              ;747338381;7/11/2005 20:18;ut rarendum transit. venit. gravis                ;3WBRORGMDO8H7                                     ;433,3339121;7723
2092;2890;2890;32210;HDA5V0QZL1W0GEELLTKQ                              ;452376989;18/01/2011 2:04;dolorum Quad non estis                            ;GN8CD0DI2VAAMPP9DJ6J84G0                          ;778,2250581;5411
2093;1946;1946;76933;45TQXKO9JJ43Y7YEU9MH                              ;815607592;6/04/2015 17:31;egreddior habitatio vantis. Et et                 ;PA9LAIWO981B0BQFLUFHE4QW4                         ;1433,116981;NULL
2094;961;961;93857;UZONNXVNAH1N8C7GEXF1                              ;372349682;26/11/2013 5:28;Pro essit. et novum transit.                      ;OANTB68BNP4XRDDLDHNX                              ;1346,401472;188
2095;2130;2130;82711;2ISXH7G7RJY86A6529NS                              ;23238036;28/02/2013 1:40;pladior fecit, imaginator                         ;7G4NA1JNLJCHZTM0FWV3                              ;67,44893923;3169
2096;2988;2988;37898;813FPUQXGC6FVRHWQ5PE                              ;437136812;17/12/2005 8:52;et Versus quis gravum                             ;N0BN223SR987ZG                                    ;1428,990105;158
2097;2898;2898;62364;IY3E211BBOS95TGPISCP                              ;236037398;23/04/2010 14:13;ut et novum quo,                                  ;J515ON26RFSK                                      ;1933,714798;4584
2098;2875;2875;97941;B7RTAIP8C3XD4P3Z0MTP                              ;15676732;8/09/2006 10:24;NULL;LYKSUMKFSZ8YFU                                    ;1805,514406;9048
2099;NULL;NULL;88100;4OE5QY077CCP77QCLSIC                              ;713750919;6/02/2009 5:54;estum. Id fecit,                                  ;A3A0CSG9VQE1                                      ;1118,218466;4127
2100;1808;1808;24757;YKUV03CPH6J0M6JCNKKO                              ;45607529;4/12/2015 17:56;et esset non Tam in et funem.                     ;UK79HC6TOGCCWDR5                                  ;486,6749078;4143
2101;2666;2666;52098;5QKOXICNFUADK53JAQUN                              ;515743813;13/03/2006 16:14;linguens novum cognitio,                          ;69T8VN5S7Y5OP                                     ;1854,776504;2882
2102;1861;1861;87856;Q6TOK07ZX8YN0TTA72L0                              ;858091994;14/12/2008 6:10;gravum plorum imaginator                          ;FKZL8RYH3N1LNXNGEP32K58CY                         ;1695,704442;1167
2103;2866;2866;43895;1B9N20FTDTP1KEKRZDH5                              ;719085586;30/10/2013 20:19;linguens manifestum delerium.                     ;2H9E14ZEWRW                                       ;134,5550847;5295
2104;2573;2573;93132;IMBPKCA92N8NFPVJ1HZS                              ;54575663;16/10/2011 21:07;gravis regit, homo, Multum homo,                  ;IDUP557AZ84RJ                                     ;379,357652;5505
2105;1608;1608;2637;KE8MGE9I7P4UDJPYXIO5                              ;188104557;30/10/2010 6:33;homo, delerium. quorum estum.                     ;KMHACNMBPG7OLWL90W                                ;62,06551849;762
2106;201;201;61450;A6GD4PP8YVHCIY8234X1                              ;867593158;9/11/2010 6:09;vobis Id parte Et et estum. Versus                ;M6P8UZ24NWTDIUMJD                                 ;1097,468357;5306
2107;2956;2956;80966;VY4S155L4ZBNL97R8BPK                              ;795362123;16/03/2011 23:49;parte quad venit.                                 ;ME856ODIHKB                                       ;225,1897167;2102
2108;2318;2318;63105;9TMIVKHVTEQ4TF8CL3JJ                              ;436218379;28/06/2011 3:59;eudis estum. et                                   ;NULL;991,998319;2868
2109;2548;2548;62876;TV5PXO0BVS8GGL4IA6LO                              ;991614786;28/10/2007 3:34;rarendum in quo e essit. transit.                 ;Q887X8VDMBAJZF                                    ;729,2107943;9092
2110;2911;2911;72978;NULL;417342355;20/02/2012 1:59;gravum Quad Id dolorum fecit. et                  ;3OUZD8CEHBG                                       ;1922,167491;6032
2111;2835;2835;54048;ALLJRUZFN750NGXGSYWG                              ;332444053;29/11/2007 1:25;et et egreddior                                   ;1VCIITY5L4AXDO09A4P6RR9TM                         ;936,2872834;8600
2112;1412;1412;69260;YLHNDT3UAXYVXI9K65T1                              ;35598881;6/07/2006 3:01;et et quoque volcans                              ;XGEUQWG8TIATRQ09                                  ;658,9267965;5785
2113;2990;2990;2676;7L3FS561H7O76C03WE1W                              ;536982627;27/06/2011 12:02;nomen et Multum nomen pladior non                 ;YDWMO723CMA89LJVXVIRR                             ;1946,725373;5760
2114;1948;1948;10796;CA65QXOWMS2FNQZE7KOW                              ;582106772;1/03/2006 21:15;rarendum Longam, si                               ;EG4UIZGCZ6IHBFQX98B                               ;1563,62286;9293
2115;2749;2749;59407;TPANR58H9RS4AUBWA28I                              ;424631624;18/09/2013 1:10;manifestum non plurissimum dolorum                ;D960KWQYUUIHJK                                    ;134,6289619;1116
2116;2982;2982;21140;UFLRIM1POTDZSJKWIZRF                              ;443329625;23/10/2015 0:06;funem. fecit, delerium. homo,                     ;FIUP3N0N3P                                        ;481,8246963;954
2117;2964;2964;32453;C0AADVOHWHFDOY9OV8J7                              ;887441134;9/05/2015 6:56;in cognitio, Pro                                  ;A44ZM9G104A4A                                     ;1508,374052;3408
2118;1737;1737;59226;LXF5HBQ0S3G3PHEBH4QC                              ;6472896;17/06/2013 20:43;Id quo, cognitio,                                 ;8II4O1XQGAFEJ83D                                  ;785,7586289;824
2119;702;702;79605;RCXM4KA7MQ87NR3U5VJX                              ;648150499;16/04/2010 3:31;quorum parte vantis.                              ;2ARMMTU881IKU5D                                   ;1431,366853;302
2120;2741;2741;86758;4EZ9YHVDE4SUKTLIIDRG                              ;941086401;16/05/2014 6:58;regit, estum. quad transit. non                   ;4U4HIFOUJNUJ7Q8YM                                 ;740,8207612;6702
2121;1686;1686;16143;5D8W2PBGB96FQNXYC63F                              ;927053895;26/11/2005 12:42;estum. quoque ut eggredior. Id                    ;8UJZMOOWFZF6L52VED                                ;1010,312358;1332
2122;283;283;46244;7MFC2YICMISHOY1QCVRJ                              ;176754068;6/02/2007 13:29;Longam, e Quad novum                              ;W4MLW2YZA0                                        ;1084,217994;6099
2123;2218;2218;45714;2VLFU5NJ57N0YYRSK0RS                              ;724346865;29/12/2005 16:49;fecit, plurissimum                                ;TKXCWJ047GSM0OFD2                                 ;1304,498494;6927
2124;1447;1447;22202;OQDY1OW70ABVW4QUX8SV                              ;787474675;10/05/2009 10:34;rarendum Pro Et                                   ;HCBU0QDL8MWNOE                                    ;1909,90566;7377
2125;3;3;22546;GB5GQ0AXSV0QUE47GSHQ                              ;243991844;2/09/2009 17:23;essit. Pro si glavans                             ;W6V888IUA5H3                                      ;1480,495033;1317
2126;2109;2109;48354;5WC52T0YMRYXA8F8IBNM                              ;681847845;9/07/2014 17:36;volcans pars quantare                             ;MWGPWASO7ZJ7YBAD8K                                ;908,7678627;317
2127;690;690;30638;7EB42QMMGFB4GAESBO79                              ;424323929;8/08/2007 16:06;si Id habitatio                                   ;ER3IK4TGYH0OI                                     ;228,2451206;1937
2128;1302;1302;13525;541TJ5OYYGT32YH10Z2D                              ;721613843;17/04/2007 18:12;vobis vobis dolorum dolorum dolorum               ;WYC56REL6P7B19X                                   ;244,6373488;NULL
2129;481;481;6203;6BNTTX1G7NGCB1A9BILY                              ;741059690;12/08/2006 8:05;e non brevens, eudis imaginator                   ;G1LPOPJEWL2UT66A1K2CY8                            ;1576,361659;4160
2130;285;285;60332;IZH1ECWRAO5WMZSE0Q8M                              ;511589997;25/07/2013 10:49;vobis quo Quad novum Versus                       ;SDSKDA82KJQ1Z2SY6FX9LPKS0                         ;1618,37685;4476
2131;1016;1016;39089;QTDQRW7ROHHFONC5RFK5                              ;254263746;23/01/2015 0:45;novum linguens in quad                            ;WAH7K980TCW553NII                                 ;1001,178968;7914
2132;2932;2932;99007;WZAGO2IVBSCB5R54ANGP                              ;830319038;1/09/2013 9:48;gravis e nomen Pro imaginator                     ;35788LVW0ZG3T0KVDYLCY                             ;1662,180998;7740
2133;1029;1029;8319;M6OHYBF88ANHUUU2A2UP                              ;692956058;13/04/2010 9:41;gravis non imaginator                             ;SZ9G11ATL269PUBO1V                                ;1358,526812;7381
